"System Header Row
DO NOT DELETE THIS ROW
OR THIS COLUMN!",field_1289,field_1685,field_1688,field_1319,field_1321,field_1679,field_1677,field_1658,field_1659
,268240,0,,72999,Cleared,0,,0,
,268171,0,,0,,0,,73000,Cleared
,269368,0,,73488,Cleared,0,,73001,Cleared
,268234,73004,Cleared,73005,Cleared,0,,0,
,268237,73004,Cleared,0,,0,,0,
,268231,73006,Cleared,0,,0,,0,
,268267,73007,Cleared,0,,0,,0,
,268272,73007,Cleared,0,,0,,0,
,268264,73007,Cleared,73008,Cleared,0,,0,
,268266,73007,Cleared,0,,0,,0,
,268269,73007,Cleared,0,,0,,0,
,268271,73007,Cleared,0,,0,,0,
,268281,73012,Cleared,0,,0,,0,
,268284,0,,73013,Cleared,0,,0,
,268279,0,,0,,73015,Cleared,0,
,268275,73016,Cleared,73017,Cleared,0,,0,
,268260,73020,Cleared,0,,0,,0,
,268262,73020,Cleared,0,,0,,0,
,268363,0,,73024,Cleared,0,,0,
,267384,0,,73026,Cleared,0,,0,
,268381,73028,Cleared,0,,0,,0,
,268383,73028,Cleared,0,,0,,0,
,268387,73028,Cleared,0,,0,,0,
,268398,73030,Cleared,73031,Cleared,0,,0,
,268396,0,,0,,0,,73032,Cleared
,268401,73038,Cleared,0,,0,,0,
,268402,0,,73039,Cleared,0,,0,
,268424,0,,0,,73041,Cleared,0,
,268406,0,,0,,0,,73044,Cleared
,268404,0,,0,,73045,Cleared,0,
,268405,73046,Cleared,73047,Cleared,0,,0,
,268411,0,,0,,0,,73048,Cleared
,268415,0,,0,,0,,73048,Cleared
,268433,0,,0,,0,,73051,Cleared
,268407,0,,73052,Cleared,0,,0,
,268409,73054,Cleared,73055,Cleared,0,,0,
,268423,73056,Cleared,73057,Cleared,0,,0,
,268418,0,,0,,73058,Cleared,0,
,268428,0,,73062,Cleared,0,,0,
,268436,0,,73064,Cleared,0,,0,
,268440,73065,Cleared,73066,Cleared,0,,0,
,268456,73071,Cleared,0,,0,,0,
,268459,73071,Cleared,0,,0,,0,
,268455,73071,Cleared,0,,0,,0,
,268445,0,,73073,Cleared,0,,0,
,268448,0,,73075,Cleared,0,,0,
,268453,0,,0,,0,,73078,Cleared
,268452,73079,Cleared,0,,0,,0,
,268447,73080,Cleared,0,,0,,0,
,268472,0,,73083,Cleared,0,,0,
,268462,73084,Cleared,0,,0,,0,
,268465,73084,Cleared,0,,0,,0,
,268499,0,,0,,73085,Cleared,0,
,268492,0,,73086,Cleared,0,,0,
,268483,0,,73087,Cleared,0,,0,
,268478,73089,Cleared,0,,0,,0,
,268501,73091,Cleared,0,,0,,0,
,268507,73091,Cleared,0,,0,,0,
,268510,73091,Cleared,0,,0,,0,
,268505,0,,0,,0,,73100,Cleared
,268508,0,,0,,0,,73100,Cleared
,268502,73101,Cleared,73102,Cleared,0,,0,
,266943,0,,73109,Cleared,0,,0,
,268641,73110,Cleared,73111,Cleared,0,,0,
,268645,73110,Cleared,0,,0,,0,
,268663,0,,73112,Cleared,0,,0,
,268659,0,,0,,0,,73113,Cleared
,268662,0,,73114,Cleared,0,,0,
,268664,0,,73115,Cleared,0,,0,
,268679,0,,73116,Cleared,0,,0,
,268741,73117,Cleared,0,,0,,0,
,268661,0,,0,,0,,73118,Cleared
,268682,0,,73119,Cleared,0,,0,
,268665,0,,73122,Cleared,0,,0,
,268686,0,,73126,Cleared,0,,0,
,268703,0,,73127,Cleared,0,,0,
,268712,0,,73130,Cleared,0,,0,
,268690,0,,73135,Cleared,0,,0,
,268696,73136,Cleared,0,,0,,0,
,268692,73136,Cleared,0,,0,,0,
,268694,73136,Cleared,0,,0,,0,
,268697,73138,Cleared,73139,Cleared,0,,0,
,268699,0,,0,,73140,Cleared,0,
,268700,0,,73141,Cleared,0,,0,
,268739,73142,Cleared,73143,Cleared,0,,0,
,268742,0,,0,,73145,Cleared,0,
,268718,0,,73147,Cleared,0,,0,
,268719,73148,Cleared,73149,Cleared,0,,0,
,268838,0,,73148,Cleared,0,,0,
,268722,0,,0,,0,,73152,Cleared
,268730,0,,73153,Cleared,0,,0,
,268733,0,,0,,73154,Cleared,0,
,268735,0,,73155,Cleared,0,,0,
,268738,0,,73156,Cleared,0,,0,
,268736,73157,Cleared,0,,0,,0,
,268734,73159,Cleared,0,,0,,0,
,268792,0,,73160,Cleared,0,,0,
,268798,73161,Cleared,0,,0,,0,
,268793,73161,Cleared,0,,0,,0,
,268794,73161,Cleared,0,,0,,0,
,268796,73161,Cleared,0,,0,,0,
,268751,0,,0,,73166,Cleared,0,
,268755,73167,Cleared,0,,0,,0,
,268757,73167,Cleared,0,,0,,0,
,268749,0,,0,,73173,Cleared,0,
,268791,73175,Cleared,0,,73176,Cleared,0,
,268830,0,,73181,Cleared,0,,0,
,268840,0,,73183,Cleared,0,,0,
,268845,0,,0,,73186,Cleared,0,
,268848,73189,Cleared,0,,0,,0,
,268855,0,,73190,Cleared,0,,0,
,268858,73192,Cleared,73193,Cleared,0,,0,
,266835,0,,73194,Cleared,0,,0,
,268863,0,,0,,0,,73195,Cleared
,268866,0,,0,,0,,73196,Cleared
,268867,73197,Cleared,0,,0,,0,
,268865,73198,Cleared,0,,73199,Cleared,0,
,268871,73203,Cleared,0,,73204,Cleared,0,
,268882,0,,0,,0,,73208,Cleared
,268884,0,,0,,0,,73209,Cleared
,268881,0,,0,,0,,73211,Cleared
,268889,0,,73212,Cleared,0,,0,
,201923,0,,0,,0,,73213,Cleared
,268894,73216,Cleared,73217,Cleared,0,,0,
,268892,0,,0,,73218,Cleared,0,
,268898,73219,Cleared,0,,0,,0,
,268901,73219,Cleared,0,,0,,0,
,268895,0,,0,,73220,Cleared,0,
,268902,73221,Cleared,0,,0,,0,
,268904,73221,Cleared,0,,0,,0,
,268905,73221,Cleared,0,,0,,0,
,268906,73221,Cleared,0,,0,,0,
,268907,73221,Cleared,0,,0,,0,
,268900,73222,Cleared,73223,Cleared,0,,0,
,269740,0,,73680,Cleared,0,,73224,Cleared
,268909,0,,73225,Cleared,0,,0,
,268989,73225,Cleared,0,,0,,0,
,268912,73229,Cleared,0,,0,,0,
,268915,73229,Cleared,0,,0,,0,
,268913,73229,Cleared,0,,0,,0,
,268911,73230,Cleared,0,,0,,0,
,268918,0,,0,,73235,Cleared,0,
,268920,73236,Cleared,73237,Cleared,0,,0,
,267838,0,,73240,Cleared,0,,0,
,268925,0,,73241,Cleared,0,,0,
,268927,0,,0,,0,,73245,Cleared
,268929,0,,73248,Cleared,0,,0,
,268965,0,,73249,Cleared,0,,0,
,268967,0,,73250,Cleared,0,,0,
,268980,73253,Cleared,0,,0,,0,
,268983,73253,Cleared,0,,0,,0,
,268987,73253,Cleared,73254,Cleared,0,,0,
,268992,73255,Cleared,73256,Cleared,0,,0,
,268993,73257,Cleared,0,,0,,0,
,268971,0,,73258,Cleared,0,,0,
,269004,73259,Cleared,73260,Cleared,0,,0,
,268998,0,,73261,Cleared,0,,0,
,268996,0,,73262,Cleared,0,,0,
,269007,0,,0,,73263,Cleared,0,
,268995,73264,Cleared,0,,0,,0,
,269012,73265,Cleared,0,,0,,0,
,269010,0,,0,,0,,73267,Cleared
,267024,0,,0,,73268,Cleared,0,
,269015,0,,73274,Cleared,0,,0,
,269040,0,,73275,Cleared,0,,0,
,269023,0,,73276,Cleared,0,,0,
,269024,0,,73278,Cleared,0,,73277,Cleared
,269030,0,,73280,Cleared,0,,0,
,269027,0,,73281,Cleared,0,,0,
,267511,0,,73282,Cleared,0,,0,
,269032,0,,73283,Cleared,0,,0,
,269031,0,,0,,0,,73284,Cleared
,269033,0,,73285,Cleared,0,,0,
,269039,73289,Cleared,73290,Voided,0,,0,
,269037,0,,73291,Cleared,0,,0,
,269041,0,,73293,Cleared,0,,0,
,269043,73294,Cleared,0,,0,,0,
,269042,73294,Cleared,0,,0,,0,
,269045,73294,Cleared,0,,0,,0,
,269047,0,,73297,Cleared,0,,0,
,269046,73299,Cleared,73300,Cleared,0,,0,
,269054,73303,Cleared,0,,0,,0,
,269055,73308,Cleared,0,,0,,0,
,269057,73308,Cleared,0,,0,,0,
,269066,73308,Cleared,0,,0,,0,
,269050,0,,73311,Cleared,0,,0,
,269069,0,,73313,Cleared,0,,0,
,267880,0,,73314,Cleared,0,,0,
,268752,0,,73317,Cleared,0,,0,
,269095,73324,Cleared,0,,0,,0,
,269100,0,,0,,0,,73325,Cleared
,269098,0,,73326,Cleared,0,,0,
,269104,0,,73812,Cleared,0,,73328,Cleared
,269106,0,,0,,0,,73329,Cleared
,269107,0,,73330,Cleared,0,,0,
,269112,0,,73332,Cleared,0,,0,
,269118,73333,Cleared,0,,0,,0,
,269117,73333,Cleared,0,,0,,0,
,269121,73333,Cleared,0,,0,,0,
,269124,73333,Cleared,0,,0,,0,
,269128,73333,Cleared,0,,0,,0,
,269130,73333,Cleared,0,,0,,0,
,269136,73337,Cleared,73338,Cleared,0,,0,
,269134,73339,Cleared,73340,Cleared,0,,0,
,269137,0,,0,,0,,73341,Cleared
,269145,0,,73342,Cleared,0,,0,
,269142,0,,73344,Cleared,0,,0,
,269146,0,,0,,0,,73345,Cleared
,269156,0,,73351,Cleared,0,,0,
,269157,0,,73352,Cleared,0,,0,
,269159,73353,Cleared,73354,Cleared,0,,0,
,269160,73355,Cleared,73356,Cleared,0,,0,
,269162,0,,0,,0,,73357,Cleared
,269164,0,,73358,Cleared,0,,0,
,269167,0,,73359,Cleared,0,,0,
,269168,0,,0,,73360,Cleared,0,
,269169,0,,73361,Cleared,0,,0,
,269171,73372,Cleared,73363,Cleared,0,,0,
,269180,73366,Cleared,0,,0,,0,
,269199,0,,73367,Cleared,0,,0,
,269173,73368,Cleared,0,,0,,0,
,269178,0,,73370,Cleared,0,,0,
,269175,0,,73371,Cleared,0,,0,
,269181,0,,73373,Cleared,0,,0,
,269185,73377,Cleared,73378,Cleared,0,,0,
,269188,0,,0,,0,,73381,Cleared
,269186,0,,0,,73384,Cleared,0,
,269193,0,,73387,Cleared,0,,0,
,269190,0,,0,,73388,Cleared,0,
,269191,73390,Cleared,0,,0,,0,
,269192,73391,Cleared,73392,Cleared,0,,0,
,269200,0,,73395,Cleared,0,,73394,Cleared
,269198,0,,0,,73396,Cleared,0,
,269202,0,,0,,0,,73397,Cleared
,269230,73404,Cleared,73405,Cleared,0,,0,
,269232,0,,73406,Cleared,0,,0,
,269238,0,,73408,Cleared,0,,0,
,269243,0,,0,,73410,Cleared,73409,Cleared
,269252,73412,Cleared,73413,Cleared,0,,0,
,269266,0,,73412,Cleared,0,,0,
,269249,0,,0,,73414,Voided,0,
,269260,0,,73416,Cleared,0,,0,
,269254,73417,Cleared,0,,73418,Cleared,0,
,269259,73419,Cleared,0,,0,,0,
,269275,73427,Cleared,0,,0,,0,
,269276,0,,73428,Cleared,0,,0,
,269286,0,,73767,Cleared,0,,73430,Cleared
,269279,73431,Cleared,73432,Cleared,0,,0,
,269282,0,,73433,Cleared,0,,0,
,269283,0,,73435,Cleared,0,,0,
,269287,0,,0,,0,,73438,Cleared
,269289,0,,0,,73440,Cleared,0,
,269292,0,,0,,73441,Cleared,0,
,269272,73442,Cleared,0,,0,,0,
,269293,73442,Cleared,0,,73443,Voided,0,
,269298,0,,0,,73446,Cleared,0,
,269312,0,,0,,0,,73447,Cleared
,269295,0,,0,,73448,Cleared,0,
,269299,73449,Cleared,0,,0,,0,
,269303,73449,Cleared,0,,0,,0,
,269306,73449,Cleared,0,,0,,0,
,269302,0,,73451,Cleared,0,,0,
,269311,73456,Cleared,73457,Cleared,0,,0,
,269320,73458,Cleared,0,,0,,0,
,269318,73458,Cleared,0,,0,,0,
,269322,0,,73459,Cleared,0,,0,
,269319,0,,0,,73461,Cleared,0,
,269326,0,,73464,Cleared,0,,0,
,269331,0,,73467,Cleared,0,,0,
,269334,0,,0,,73470,Voided,73469,Cleared
,269328,0,,0,,0,,73471,Cleared
,269332,73473,Cleared,0,,0,,0,
,269333,0,,0,,73474,Cleared,0,
,269330,0,,0,,73476,Cleared,0,
,269348,0,,73478,Cleared,0,,0,
,269336,73479,Cleared,0,,0,,0,
,269344,73480,Cleared,73481,Cleared,0,,0,
,269340,73480,Cleared,0,,0,,0,
,269342,73480,Cleared,0,,0,,0,
,269339,0,,0,,0,,73482,Cleared
,269341,0,,0,,0,,73482,Cleared
,269343,73483,Cleared,0,,0,,0,
,269345,73483,Cleared,0,,0,,0,
,269364,0,,73485,Cleared,0,,0,
,269035,0,,73487,Voided,0,,0,
,267266,0,,73489,Cleared,0,,0,
,269036,0,,73490,Voided,0,,0,
,269372,73492,Cleared,0,,0,,0,
,269374,0,,73494,Cleared,0,,0,
,269379,0,,0,,0,,73495,Cleared
,269376,0,,73497,Cleared,0,,0,
,269381,0,,73499,Cleared,0,,73503,Cleared
,269389,73500,Cleared,0,,73501,Cleared,0,
,268114,0,,73502,Cleared,0,,0,
,269385,73504,Cleared,0,,0,,0,
,269392,73507,Cleared,73508,Cleared,0,,0,
,269396,0,,0,,0,,73509,Cleared
,269411,0,,0,,73515,Cleared,0,
,269428,73516,Cleared,0,,0,,0,
,269415,73516,Cleared,0,,0,,0,
,269417,73516,Cleared,0,,0,,0,
,269421,73516,Cleared,0,,0,,0,
,269418,73517,Cleared,73518,Cleared,0,,0,
,269429,0,,0,,73525,Cleared,0,
,269435,73528,Cleared,0,,0,,0,
,269436,0,,73530,Cleared,0,,0,
,269467,0,,73531,Cleared,0,,0,
,269471,73532,Cleared,0,,0,,0,
,269475,73532,Cleared,0,,0,,0,
,269445,73533,Cleared,0,,73534,Cleared,0,
,269442,73533,Cleared,0,,0,,0,
,269441,0,,0,,0,,73535,Cleared
,269446,73537,Cleared,73539,Cleared,0,,0,
,269447,73537,Cleared,0,,0,,0,
,269448,73537,Cleared,0,,0,,0,
,269451,0,,73541,Cleared,0,,0,
,269450,0,,73542,Cleared,0,,0,
,269452,0,,73544,Cleared,0,,0,
,269453,73546,Cleared,0,,0,,0,
,269455,73547,Cleared,0,,73548,Cleared,0,
,269454,0,,0,,73549,Cleared,0,
,269459,0,,73553,Cleared,0,,0,
,269463,0,,0,,73556,Cleared,0,
,269462,0,,73557,Cleared,0,,0,
,269468,73559,Voided,0,,73560,Cleared,0,
,269483,73559,Voided,0,,0,,0,
,269482,73559,Voided,0,,0,,0,
,269480,73559,Voided,0,,0,,0,
,269479,73559,Voided,0,,0,,0,
,269478,73559,Voided,0,,0,,0,
,269493,73561,Cleared,0,,0,,0,
,269496,73561,Cleared,0,,0,,0,
,269498,73561,Cleared,0,,0,,0,
,269500,73561,Cleared,0,,0,,0,
,269502,73561,Cleared,0,,0,,0,
,269484,0,,0,,0,,73562,Cleared
,269481,73563,Cleared,0,,73564,Cleared,0,
,269488,73565,Cleared,73566,Cleared,0,,0,
,269485,0,,73567,Cleared,0,,0,
,269492,0,,0,,0,,73568,Voided
,269489,0,,73569,Cleared,0,,0,
,269503,0,,0,,0,,73572,Cleared
,269495,73573,Cleared,73574,Cleared,0,,0,
,269523,0,,0,,73575,Cleared,0,
,269507,0,,0,,0,,73577,Cleared
,269518,0,,0,,73579,Voided,0,
,269513,0,,73580,Cleared,0,,0,
,269511,0,,73582,Cleared,0,,0,
,269526,0,,73586,Cleared,0,,0,
,269528,73587,Cleared,0,,0,,0,
,269530,73593,Cleared,73592,Voided,0,,0,
,269604,0,,73596,Cleared,0,,0,
,269607,0,,73597,Cleared,0,,0,
,269612,0,,73599,Cleared,0,,0,
,269619,0,,73601,Cleared,0,,0,
,269622,0,,73602,Cleared,0,,0,
,269624,0,,73605,Cleared,0,,0,
,269638,0,,74866,Cleared,0,,73606,Cleared
,269630,0,,73607,Cleared,0,,0,
,269626,0,,73609,Cleared,0,,0,
,269631,0,,0,,73610,Cleared,0,
,269635,73612,Cleared,0,,0,,0,
,269644,0,,73616,Cleared,0,,0,
,269647,0,,0,,73618,Cleared,73617,Cleared
,269646,0,,73619,Cleared,0,,0,
,269655,0,,73620,Cleared,0,,0,
,269649,0,,0,,73621,Cleared,0,
,269657,73622,Cleared,0,,0,,0,
,269656,0,,73623,Cleared,0,,0,
,269664,0,,0,,73626,Cleared,0,
,269673,73632,Cleared,73638,Cleared,0,,0,
,269682,0,,73633,Cleared,0,,0,
,269681,73635,Cleared,0,,0,,0,
,269684,0,,73640,Cleared,0,,0,
,269687,73641,Cleared,73642,Cleared,0,,0,
,269696,73644,Cleared,73645,Cleared,0,,0,
,269694,0,,73646,Cleared,0,,0,
,269698,0,,73648,Voided,0,,0,
,269701,73649,Cleared,73650,Cleared,0,,0,
,269699,0,,0,,73651,Cleared,0,
,269707,0,,0,,73656,Voided,0,
,269706,73657,Cleared,73658,Cleared,0,,0,
,269708,0,,0,,73659,Cleared,0,
,269711,73661,Cleared,0,,73662,Cleared,0,
,269713,73664,Cleared,0,,73665,Cleared,0,
,269715,0,,73667,Cleared,0,,0,
,269718,0,,73668,Cleared,0,,0,
,269716,73669,Cleared,0,,0,,0,
,269723,73670,Cleared,0,,0,,0,
,269722,73671,Cleared,0,,0,,0,
,269460,0,,0,,73677,Cleared,0,
,269741,0,,73681,Cleared,0,,0,
,269745,0,,73684,Cleared,0,,0,
,269747,0,,73687,Cleared,0,,0,
,269751,0,,0,,0,,73688,Cleared
,269749,0,,73689,Cleared,0,,0,
,269753,0,,73692,Cleared,0,,0,
,269755,73693,Cleared,73694,Cleared,0,,0,
,269757,0,,0,,73695,Cleared,0,
,269760,73696,Cleared,0,,0,,0,
,269765,0,,0,,0,,73698,Cleared
,269762,0,,0,,0,,73699,Cleared
,269768,0,,73702,Cleared,0,,0,
,269769,0,,73703,Cleared,0,,0,
,269771,0,,73706,Cleared,0,,0,
,269772,0,,0,,73707,Cleared,0,
,269790,0,,0,,73708,Cleared,0,
,269778,73709,Cleared,0,,0,,0,
,269785,0,,73714,Cleared,0,,0,
,269786,73715,Cleared,0,,0,,0,
,269787,0,,0,,73717,Cleared,0,
,269789,73718,Cleared,0,,0,,0,
,269791,0,,73719,Cleared,0,,0,
,269793,0,,73721,Cleared,0,,0,
,269795,73722,Cleared,0,,0,,0,
,269798,73722,Cleared,0,,0,,0,
,269801,73722,Cleared,0,,0,,0,
,269803,73722,Cleared,0,,0,,0,
,269818,0,,0,,0,,73723,Cleared
,269808,0,,0,,73725,Cleared,0,
,269796,0,,0,,73727,Cleared,0,
,269800,0,,73728,Cleared,0,,0,
,269814,0,,0,,0,,73730,Cleared
,269817,0,,0,,0,,73731,Cleared
,269804,0,,0,,0,,73733,Cleared
,269816,73735,Cleared,0,,0,,0,
,269812,73735,Cleared,0,,0,,0,
,269813,73735,Cleared,0,,0,,0,
,269815,73735,Cleared,0,,0,,0,
,269819,73736,Cleared,73737,Cleared,0,,0,
,269821,73738,Cleared,0,,0,,0,
,269822,73738,Cleared,0,,0,,0,
,269823,73738,Cleared,0,,0,,0,
,269824,73738,Cleared,0,,0,,0,
,269825,73738,Cleared,0,,0,,0,
,269826,73738,Cleared,0,,0,,0,
,269827,73738,Cleared,0,,0,,0,
,269828,73738,Cleared,0,,0,,0,
,269324,0,,73741,Cleared,0,,0,
,269861,0,,73742,Cleared,0,,0,
,269872,0,,73743,Cleared,0,,0,
,269886,0,,0,,0,,73744,Cleared
,269880,73746,Cleared,0,,0,,0,
,269884,73746,Cleared,0,,0,,0,
,269890,0,,0,,73749,Voided,73747,Cleared
,269888,73748,Cleared,0,,0,,0,
,269891,73750,Cleared,73751,Cleared,0,,0,
,269892,0,,0,,73752,Cleared,0,
,269910,0,,0,,0,,73755,Cleared
,269895,0,,73756,Cleared,0,,0,
,269896,0,,73757,Cleared,0,,0,
,269902,73758,Cleared,0,,0,,0,
,269898,73759,Cleared,0,,0,,0,
,269901,73759,Cleared,0,,0,,0,
,269904,73759,Cleared,0,,0,,0,
,269906,73759,Cleared,0,,0,,0,
,269911,0,,73760,Cleared,0,,0,
,269913,0,,0,,73761,Cleared,0,
,269914,73763,Cleared,0,,0,,0,
,269916,73763,Cleared,0,,0,,0,
,269918,73763,Cleared,0,,0,,0,
,269920,0,,0,,0,,73764,Cleared
,269925,0,,0,,0,,73766,Cleared
,269922,0,,73770,Voided,0,,0,
,269923,73771,Cleared,73772,Cleared,0,,0,
,269926,73771,Cleared,0,,0,,0,
,269928,0,,0,,0,,73773,Cleared
,269930,0,,0,,0,,73774,Cleared
,269932,0,,0,,0,,73774,Cleared
,269933,73777,Cleared,0,,0,,0,
,269937,0,,73778,Cleared,0,,0,
,269947,73781,Cleared,73782,Cleared,0,,0,
,269940,73783,Cleared,0,,0,,0,
,269941,73783,Cleared,0,,0,,0,
,269943,73783,Cleared,0,,0,,0,
,269946,73783,Cleared,0,,0,,0,
,269948,0,,73784,Cleared,0,,0,
,269950,73785,Cleared,0,,0,,0,
,269949,73786,Cleared,0,,0,,0,
,269951,0,,73787,Cleared,0,,0,
,269953,0,,73788,Voided,0,,0,
,269956,73790,Cleared,73791,Cleared,0,,0,
,269957,73792,Cleared,73793,Cleared,0,,0,
,269960,73792,Cleared,0,,0,,0,
,269962,73792,Cleared,0,,0,,0,
,269955,0,,73794,Cleared,0,,0,
,269968,0,,73796,Cleared,0,,73795,Cleared
,269961,73797,Cleared,0,,0,,0,
,269964,73797,Cleared,0,,0,,0,
,269966,73797,Cleared,0,,0,,0,
,269976,0,,73800,Cleared,0,,0,
,269973,0,,0,,0,,73802,Voided
,269969,73803,Cleared,0,,0,,0,
,269971,73803,Cleared,0,,0,,0,
,269986,0,,0,,0,,73807,Cleared
,269997,0,,0,,0,,73813,Cleared
,269993,0,,73814,Cleared,0,,0,
,269999,0,,73815,Cleared,0,,0,
,270001,0,,73816,Cleared,0,,0,
,270002,73817,Cleared,73818,Cleared,0,,0,
,270006,0,,73820,Voided,0,,0,
,270007,73821,Cleared,0,,0,,0,
,270013,0,,0,,73823,Cleared,0,
,225065,0,,73824,Cleared,0,,0,
,270017,73827,Cleared,73828,Cleared,0,,0,
,270024,73829,Cleared,0,,0,,0,
,270022,73831,Cleared,73832,Cleared,0,,0,
,270029,0,,0,,0,,73833,Cleared
,270030,73834,Cleared,0,,0,,0,
,270032,73834,Cleared,0,,0,,0,
,270034,73838,Cleared,0,,0,,0,
,270044,0,,73839,Cleared,0,,0,
,270036,73840,Cleared,73841,Cleared,0,,0,
,270042,0,,0,,0,,73842,Cleared
,270041,73843,Cleared,0,,0,,0,
,270037,73843,Cleared,0,,0,,0,
,270055,0,,0,,0,,73848,Cleared
,270056,73849,Cleared,0,,73850,Cleared,0,
,270059,0,,73852,Cleared,0,,73851,Cleared
,270060,0,,0,,0,,73851,Cleared
,270062,0,,0,,0,,73851,Cleared
,270066,0,,0,,0,,73851,Cleared
,270061,0,,0,,0,,73853,Cleared
,270088,73858,Cleared,0,,0,,0,
,270081,73858,Cleared,73859,Cleared,0,,0,
,270080,73858,Cleared,0,,0,,0,
,270078,73858,Cleared,0,,0,,0,
,270079,73858,Cleared,0,,0,,0,
,270083,73860,Cleared,0,,0,,0,
,270091,73860,Cleared,0,,0,,0,
,270085,73860,Cleared,0,,0,,0,
,270086,73860,Cleared,0,,0,,0,
,270089,73860,Cleared,0,,0,,0,
,270099,0,,0,,73864,Cleared,0,
,270098,73865,Cleared,0,,0,,0,
,270093,73865,Cleared,73866,Cleared,0,,0,
,270096,73865,Cleared,73867,Cleared,0,,0,
,270092,73865,Cleared,0,,0,,0,
,270090,73865,Cleared,0,,0,,0,
,270100,73868,Cleared,0,,0,,0,
,270105,0,,73869,Cleared,0,,0,
,270110,0,,73870,Cleared,0,,0,
,270108,0,,73871,Cleared,0,,0,
,270101,0,,73872,Cleared,0,,0,
,270104,73879,Cleared,73875,Cleared,0,,0,
,225314,0,,73876,Cleared,0,,0,
,270107,0,,73878,Cleared,0,,0,
,270114,0,,73882,Cleared,0,,0,
,270112,0,,73883,Cleared,0,,0,
,270115,0,,73884,Cleared,0,,0,
,270116,0,,73885,Cleared,0,,0,
,270118,73886,Voided,73889,Cleared,0,,0,
,270117,0,,73888,Cleared,0,,0,
,270119,73890,Cleared,0,,0,,0,
,270120,73891,Cleared,0,,0,,0,
,270132,0,,0,,0,,73893,Cleared
,270123,0,,0,,0,,73893,Cleared
,270126,73894,Cleared,0,,0,,0,
,270124,73894,Cleared,0,,0,,0,
,270125,0,,73895,Cleared,0,,0,
,270130,73896,Cleared,73897,Cleared,0,,0,
,270174,0,,74865,Cleared,0,,73898,Cleared
,270176,0,,73900,Cleared,0,,0,
,270179,0,,73902,Cleared,0,,0,
,270180,0,,73903,Cleared,0,,0,
,270181,0,,73904,Cleared,0,,0,
,270185,0,,73907,Cleared,0,,0,
,270187,0,,73908,Cleared,0,,0,
,270189,0,,73910,Cleared,0,,0,
,270195,0,,73911,Cleared,0,,0,
,270197,0,,73912,Cleared,0,,0,
,270199,0,,73913,Cleared,0,,0,
,270201,0,,73914,Cleared,0,,0,
,270207,0,,0,,73918,Cleared,0,
,270204,0,,73919,Cleared,0,,0,
,270214,0,,73920,Cleared,0,,0,
,270216,0,,0,,0,,73921,Cleared
,270218,0,,73923,Cleared,0,,0,
,270226,73924,Cleared,0,,0,,0,
,270227,0,,73926,Cleared,0,,0,
,270230,0,,74558,Cleared,0,,73927,Cleared
,270232,73930,Cleared,73931,Cleared,0,,0,
,270236,0,,73932,Cleared,0,,0,
,270238,73934,Cleared,73935,Cleared,0,,0,
,270240,0,,73936,Cleared,0,,0,
,270239,0,,73937,Cleared,0,,0,
,270242,73939,Cleared,0,,73942,Cleared,0,
,270241,0,,73941,Cleared,0,,0,
,270243,0,,73944,Cleared,0,,0,
,270245,73946,Cleared,0,,0,,0,
,270246,73946,Cleared,0,,0,,0,
,270247,73946,Cleared,0,,0,,0,
,270248,73946,Cleared,0,,0,,0,
,270249,73946,Cleared,0,,0,,0,
,270252,0,,0,,0,,73947,Cleared
,270251,73948,Cleared,0,,73949,Cleared,0,
,270250,73950,Cleared,73951,Cleared,0,,0,
,270253,73954,Cleared,73955,Cleared,0,,0,
,270255,0,,73956,Cleared,0,,0,
,270256,0,,73958,Cleared,0,,0,
,270257,73960,Cleared,0,,73961,Cleared,0,
,270258,73960,Cleared,0,,0,,0,
,270259,73960,Cleared,0,,0,,0,
,270261,73960,Cleared,0,,0,,0,
,270263,0,,73963,Cleared,0,,0,
,270262,0,,73964,Cleared,0,,0,
,270264,0,,0,,73967,Cleared,0,
,270268,73968,Cleared,0,,0,,0,
,270275,0,,0,,0,,73970,Cleared
,270267,73971,Cleared,0,,0,,0,
,270270,73971,Cleared,0,,0,,0,
,270273,0,,73973,Cleared,0,,0,
,270276,73975,Cleared,73976,Cleared,0,,0,
,270284,73977,Cleared,0,,0,,0,
,270282,0,,0,,73978,Cleared,0,
,270306,73980,Cleared,73981,Cleared,0,,0,
,270308,0,,73982,Cleared,0,,0,
,270320,73985,Cleared,73986,Cleared,0,,0,
,270328,0,,0,,0,,73989,Cleared
,270331,73990,Cleared,0,,0,,0,
,270348,0,,0,,73992,Voided,0,
,270346,0,,73995,Cleared,0,,0,
,270342,0,,0,,73996,Cleared,0,
,270338,73997,Cleared,0,,0,,0,
,270335,73997,Cleared,0,,0,,0,
,270340,0,,73999,Cleared,0,,0,
,270336,74000,Cleared,74001,Cleared,0,,0,
,270344,0,,74002,Cleared,0,,0,
,270353,0,,74004,Cleared,0,,0,
,270354,0,,74005,Cleared,0,,0,
,270358,0,,74008,Cleared,0,,0,
,270356,0,,74011,Cleared,0,,0,
,270359,0,,74012,Cleared,0,,0,
,270361,0,,0,,0,,74013,Cleared
,270364,0,,74015,Cleared,0,,0,
,270363,0,,0,,74018,Cleared,0,
,270370,74020,Cleared,0,,0,,0,
,270368,74020,Cleared,0,,0,,0,
,270372,74020,Cleared,0,,0,,0,
