"System Header Row
DO NOT DELETE THIS ROW
OR THIS COLUMN!",field_1289,field_1685,field_1688,field_2254,field_2256,field_2262,field_2264,field_1319,field_1321,field_2247,field_2246,field_2267,field_2266,field_1679,field_1677,field_2259,field_2258,field_2271,field_2270,field_1658,field_1659,field_2251,field_2250,field_2275,field_2274
,279818,0,,0,,0,,80044,Voided,80875,Voided/Reissued,81409,Cleared,0,,0,,0,,0,,0,,0,
,284176,81412,,0,,0,,81413,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284179,0,,0,,0,,0,,0,,0,,0,,0,,0,,81414,Cleared,0,,0,
,284170,0,,0,,0,,81417,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284174,0,,0,,0,,81418,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284182,0,,0,,0,,81421,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,283426,0,,0,,0,,81425,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284194,0,,0,,0,,81429,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284195,81430,Cleared,0,,0,,81431,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,282364,0,,0,,0,,81072,Voided/Reissued,81436,Cleared,0,,0,,0,,0,,80750,Cleared,0,,0,
,284237,0,,0,,0,,0,,0,,0,,81437,,0,,0,,0,,0,,0,
,284239,81438,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,284240,81439,,0,,0,,81440,,0,,0,,0,,0,,0,,0,,0,,0,
,284246,81442,,0,,0,,0,,0,,0,,81443,,0,,0,,0,,0,,0,
,284037,0,,0,,0,,81352,Voided/Reissued,81444,Cleared,0,,0,,0,,0,,0,,0,,0,
,284249,81446,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,284250,81447,Voided/No Reissue,0,,0,,0,,0,,0,,81448,Cleared,0,,0,,0,,0,,0,
,284252,0,,0,,0,,0,,0,,0,,81449,Cleared,0,,0,,0,,0,,0,
,284256,0,,0,,0,,0,,0,,0,,81451,Cleared,0,,0,,82357,Cleared,0,,0,
,284260,81453,,0,,0,,0,,0,,0,,81454,,0,,0,,0,,0,,0,
,284263,81457,Cleared,0,,0,,0,,0,,0,,81458,,0,,0,,0,,0,,0,
,284264,0,,0,,0,,0,,0,,0,,0,,0,,0,,81461,Cleared,0,,0,
,284267,81463,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,284262,81464,Cleared,0,,0,,81465,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284271,81466,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,284272,81467,Cleared,0,,0,,0,,0,,0,,81468,,0,,0,,0,,0,,0,
,284274,0,,0,,0,,81469,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284277,0,,0,,0,,81470,,0,,0,,0,,0,,0,,0,,0,,0,
,284279,81472,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,284282,81473,,0,,0,,0,,0,,0,,81475,,0,,0,,0,,0,,0,
,284284,0,,0,,0,,81476,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,280572,0,,0,,0,,81477,Cleared,0,,0,,0,,0,,0,,80364,Cleared,0,,0,
,284302,81479,Cleared,0,,0,,81480,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284293,81481,,0,,0,,81482,,0,,0,,0,,0,,0,,0,,0,,0,
,284300,81483,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,284304,0,,0,,0,,81484,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284306,81485,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,284311,0,,0,,0,,81488,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284312,0,,0,,0,,81489,,0,,0,,0,,0,,0,,0,,0,,0,
,284318,0,,0,,0,,81491,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284327,0,,0,,0,,81493,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284329,0,,0,,0,,81494,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284320,0,,0,,0,,81495,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284323,0,,0,,0,,81496,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284325,0,,0,,0,,81497,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284330,0,,0,,0,,81499,Cleared,0,,0,,0,,0,,0,,81498,Cleared,0,,0,
,284332,0,,0,,0,,81500,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284334,0,,0,,0,,81501,,0,,0,,0,,0,,0,,0,,0,,0,
,284335,81502,Cleared,0,,0,,81503,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284337,0,,0,,0,,81504,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284341,0,,0,,0,,81506,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284346,0,,0,,0,,0,,0,,0,,0,,0,,0,,81512,Cleared,0,,0,
,284351,0,,0,,0,,81515,,0,,0,,0,,0,,0,,0,,0,,0,
,284352,81516,,0,,0,,81517,,0,,0,,0,,0,,0,,0,,0,,0,
,284356,81520,Cleared,0,,0,,81521,,0,,0,,0,,0,,0,,0,,0,,0,
,284361,81522,Cleared,0,,0,,81523,Voided/Replaced,82282,Cleared,0,,0,,0,,0,,0,,0,,0,
,284366,81525,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,284376,81525,Cleared,0,,0,,81526,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284370,81527,Cleared,0,,0,,81528,,0,,0,,0,,0,,0,,0,,0,,0,
,284390,0,,0,,0,,81531,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284377,81533,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,284383,0,,0,,0,,0,,0,,0,,81534,Cleared,0,,0,,0,,0,,0,
,284389,0,,0,,0,,81535,,0,,0,,0,,0,,0,,0,,0,,0,
,284443,81537,Cleared,0,,0,,81538,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284445,81539,Cleared,0,,0,,81540,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284447,0,,0,,0,,81541,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284446,0,,0,,0,,81542,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284449,0,,0,,0,,81544,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284452,81545,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,284456,0,,0,,0,,0,,0,,0,,81547,,81754,Cleared,0,,0,,0,,0,
,284460,81548,Cleared,0,,0,,81549,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284459,0,,0,,0,,0,,0,,0,,81550,Cleared,0,,0,,0,,0,,0,
,284462,81552,Cleared,0,,0,,81553,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,283536,81153,,0,,0,,81554,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284464,0,,0,,0,,81555,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284466,81556,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,284468,0,,0,,0,,81557,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284475,0,,0,,0,,81559,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,282098,80661,Voided/Replaced,81560,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,284485,0,,0,,0,,81561,,0,,0,,0,,0,,0,,0,,0,,0,
,284482,0,,0,,0,,81562,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284481,0,,0,,0,,81563,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284479,81564,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,284486,0,,0,,0,,0,,0,,0,,81565,,0,,0,,0,,0,,0,
,284484,0,,0,,0,,0,,0,,0,,81566,Cleared,0,,0,,0,,0,,0,
,284487,81567,,0,,0,,81568,,0,,0,,0,,0,,0,,0,,0,,0,
,282142,0,,0,,0,,81569,Cleared,0,,0,,0,,0,,0,,80664,Cleared,0,,0,
,284489,0,,0,,0,,81570,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284490,0,,0,,0,,81571,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284492,0,,0,,0,,81572,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284491,81573,,0,,0,,81574,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284493,81575,Cleared,0,,0,,81576,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284494,0,,0,,0,,81577,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284497,81578,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,284502,0,,0,,0,,0,,0,,0,,0,,0,,0,,81579,Cleared,0,,0,
,284503,0,,0,,0,,0,,0,,0,,0,,0,,0,,81580,,0,,0,
,284505,81582,,0,,0,,81583,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,282675,0,,0,,0,,0,,0,,0,,81585,Cleared,0,,0,,80863,Cleared,0,,0,
,284507,0,,0,,0,,0,,0,,0,,81586,,0,,0,,0,,0,,0,
,284509,81587,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,284510,0,,0,,0,,0,,0,,0,,81589,Cleared,0,,0,,0,,0,,0,
,284512,0,,0,,0,,0,,0,,0,,81591,,0,,0,,81590,Cleared,0,,0,
,284513,81594,,0,,0,,81595,,0,,0,,0,,0,,0,,0,,0,,0,
,283219,0,,0,,0,,81597,Cleared,0,,0,,0,,0,,0,,81050,Cleared,0,,0,
,284543,0,,0,,0,,81598,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284546,0,,0,,0,,81599,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284551,0,,0,,0,,81600,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284553,81601,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,284555,81602,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,284561,0,,0,,0,,81603,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284565,0,,0,,0,,0,,0,,0,,0,,0,,0,,81605,Cleared,0,,0,
,284567,81606,Cleared,0,,0,,0,,0,,0,,81607,Cleared,0,,0,,0,,0,,0,
,284571,0,,0,,0,,81609,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284570,0,,0,,0,,81610,,0,,0,,0,,0,,0,,0,,0,,0,
,284574,81611,Cleared,0,,0,,81612,Voided/Reissued,81789,Voided,0,,0,,0,,0,,0,,0,,0,
,284582,81613,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,284581,81613,Cleared,0,,0,,81614,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284585,81615,,0,,0,,0,,0,,0,,81616,Cleared,0,,0,,0,,0,,0,
,284587,0,,0,,0,,81617,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284589,81618,Cleared,0,,0,,81619,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284590,81620,,0,,0,,81621,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284591,0,,0,,0,,81623,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284592,0,,0,,0,,0,,0,,0,,81624,Cleared,0,,0,,0,,0,,0,
,284594,0,,0,,0,,81626,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284596,0,,0,,0,,81629,,0,,0,,0,,0,,0,,0,,0,,0,
,284598,0,,0,,0,,81630,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284600,0,,0,,0,,81632,Cleared,0,,0,,0,,0,,0,,81631,Cleared,0,,0,
,284601,0,,0,,0,,0,,0,,0,,0,,0,,0,,81633,Cleared,0,,0,
,284603,0,,0,,0,,81634,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284604,0,,0,,0,,81635,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284606,0,,0,,0,,81636,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284637,0,,0,,0,,81638,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284654,0,,0,,0,,81640,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284662,0,,0,,0,,81642,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284664,81643,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,284666,0,,0,,0,,81644,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284671,0,,0,,0,,81645,,0,,0,,0,,0,,0,,0,,0,,0,
,284677,0,,0,,0,,81647,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,283841,0,,0,,0,,81649,,0,,0,,0,,0,,0,,81266,Cleared,0,,0,
,284638,81650,Cleared,0,,0,,81651,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284642,0,,0,,0,,81652,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284640,81653,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,284644,0,,0,,0,,0,,0,,0,,81654,,0,,0,,0,,0,,0,
,284647,0,,0,,0,,0,,0,,0,,81655,Cleared,0,,0,,0,,0,,0,
,284658,0,,0,,0,,81656,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284669,0,,0,,0,,81657,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284681,81659,Cleared,0,,0,,81660,,0,,0,,0,,0,,0,,0,,0,,0,
,284689,0,,0,,0,,81662,,0,,0,,0,,0,,0,,0,,0,,0,
,284690,0,,0,,0,,81663,,0,,0,,0,,0,,0,,0,,0,,0,
,284696,0,,0,,0,,81665,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284697,0,,0,,0,,81666,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284698,81667,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,284699,0,,0,,0,,0,,0,,0,,81668,,0,,0,,0,,0,,0,
,284701,0,,0,,0,,81670,,82040,Cleared,0,,0,,0,,0,,81669,Cleared,0,,0,
,284703,0,,0,,0,,0,,0,,0,,81671,,0,,0,,0,,0,,0,
,284709,0,,0,,0,,0,,0,,0,,81673,,0,,0,,0,,0,,0,
,284711,81674,,0,,0,,81675,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284717,81676,,0,,0,,81677,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284718,81678,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,284720,81679,Cleared,0,,0,,81680,Voided/Replaced,82001,Cleared,0,,0,,0,,0,,0,,0,,0,
,284726,0,,0,,0,,0,,0,,0,,0,,0,,0,,81682,Cleared,0,,0,
,284742,81695,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,284739,81695,Cleared,0,,0,,81683,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,280469,80335,Cleared,0,,0,,80336,Voided/Reissued,81684,Cleared,0,,0,,0,,0,,0,,0,,0,
,284729,0,,0,,0,,81685,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284732,81687,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,284738,0,,0,,0,,81690,,0,,0,,0,,0,,0,,0,,0,,0,
,284740,81691,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,284735,0,,0,,0,,81693,,0,,0,,0,,0,,0,,0,,0,,0,
,284736,0,,0,,0,,0,,0,,0,,81694,Cleared,0,,0,,0,,0,,0,
,284743,0,,0,,0,,81696,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284748,0,,0,,0,,0,,0,,0,,81698,Cleared,0,,0,,81697,Cleared,0,,0,
,283666,0,,0,,0,,81699,Cleared,0,,0,,0,,0,,0,,81193,,0,,0,
,284753,81700,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,284755,81701,Cleared,0,,0,,0,,0,,0,,81702,,0,,0,,0,,0,,0,
,284757,0,,0,,0,,81703,,0,,0,,0,,0,,0,,0,,0,,0,
,284761,0,,0,,0,,0,,0,,0,,81705,Cleared,0,,0,,0,,0,,0,
,283875,0,,0,,0,,0,,0,,0,,81706,,0,,0,,81304,Cleared,0,,0,
,284762,0,,0,,0,,0,,0,,0,,0,,0,,0,,81707,,0,,0,
,284734,0,,0,,0,,81714,Cleared,0,,0,,81689,Voided/Reissue Other,0,,0,,0,,0,,0,
,284865,0,,0,,0,,81716,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284866,81717,Cleared,0,,0,,81718,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284867,0,,0,,0,,0,,0,,0,,81719,Cleared,0,,0,,0,,0,,0,
,284868,0,,0,,0,,81720,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284872,0,,0,,0,,81722,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,283986,0,,0,,0,,81723,,0,,0,,0,,0,,0,,81316,Cleared,0,,0,
,284874,0,,0,,0,,81724,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284875,0,,0,,0,,81726,,0,,0,,0,,0,,0,,0,,0,,0,
,284876,81727,Cleared,0,,0,,81728,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284877,81729,Cleared,0,,0,,81730,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284878,0,,0,,0,,0,,0,,0,,81731,,0,,0,,0,,0,,0,
,284879,0,,0,,0,,0,,0,,0,,0,,0,,0,,81732,Cleared,0,,0,
,284108,81366,Voided/Replaced,81733,Cleared,0,,81367,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284883,0,,0,,0,,81734,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284882,0,,0,,0,,0,,0,,0,,81735,,0,,0,,0,,0,,0,
,284884,0,,0,,0,,0,,0,,0,,0,,0,,0,,81736,,0,,0,
,284885,0,,0,,0,,81737,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284886,0,,0,,0,,81738,,0,,0,,0,,0,,0,,0,,0,,0,
,284887,81739,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,284902,0,,0,,0,,81741,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284907,81742,Cleared,0,,0,,81743,Voided/Replaced,82664,,0,,0,,0,,0,,0,,0,,0,
,284909,0,,0,,0,,81745,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284913,0,,0,,0,,81746,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284915,81747,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,284917,0,,0,,0,,0,,0,,0,,0,,0,,0,,81748,Cleared,0,,0,
,282962,0,,0,,0,,81749,,0,,0,,0,,0,,0,,80963,Cleared,0,,0,
,284921,81750,Cleared,0,,0,,81751,,0,,0,,0,,0,,0,,0,,0,,0,
,284922,0,,0,,0,,81752,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284933,0,,0,,0,,81755,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284937,0,,0,,0,,81757,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284939,0,,0,,0,,81758,,0,,0,,0,,0,,0,,0,,0,,0,
,284942,81759,Cleared,0,,0,,81760,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284945,81761,Cleared,0,,0,,81762,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284949,0,,0,,0,,81763,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284952,0,,0,,0,,81764,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284953,0,,0,,0,,81765,,0,,0,,0,,0,,0,,0,,0,,0,
,283548,0,,0,,0,,81173,Voided/Replaced,81766,Cleared,0,,0,,0,,0,,0,,0,,0,
,284009,0,,0,,0,,81767,,0,,0,,0,,0,,0,,81332,Cleared,0,,0,
,284957,81768,Cleared,0,,0,,81769,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284960,0,,0,,0,,81771,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284962,0,,0,,0,,81772,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284964,0,,0,,0,,81774,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284966,0,,0,,0,,0,,0,,0,,81775,Cleared,0,,0,,0,,0,,0,
,281937,0,,0,,0,,81777,,0,,0,,0,,0,,0,,80611,Cleared,0,,0,
,284971,0,,0,,0,,0,,0,,0,,81779,Cleared,0,,0,,0,,0,,0,
,284974,0,,0,,0,,0,,0,,0,,81780,Cleared,0,,0,,0,,0,,0,
,284977,0,,0,,0,,81782,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284978,0,,0,,0,,81783,,82507,Cleared,0,,0,,0,,0,,0,,0,,0,
,284979,81784,,0,,0,,81785,,0,,0,,0,,0,,0,,0,,0,,0,
,284981,0,,0,,0,,81787,,0,,0,,0,,0,,0,,0,,0,,0,
,284983,0,,0,,0,,81788,,0,,0,,0,,0,,0,,0,,0,,0,
,284678,0,,0,,0,,81658,Voided/Reissued,81790,Cleared,0,,0,,0,,0,,0,,0,,0,
,284985,0,,0,,0,,81792,Cleared,0,,0,,0,,0,,0,,81791,Voided/Reissued,0,,0,
,284986,0,,0,,0,,81793,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284992,0,,0,,0,,81796,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284995,81798,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,284993,81799,Cleared,0,,0,,0,,0,,0,,81800,,0,,0,,0,,0,,0,
,284997,81801,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,284178,0,,0,,0,,81419,Voided/Reissued,81802,Cleared,0,,0,,0,,0,,0,,0,,0,
,284999,81803,Cleared,0,,0,,0,,0,,0,,81804,,0,,0,,0,,0,,0,
,285005,0,,0,,0,,81805,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,280761,80424,Cleared,0,,0,,80425,Voided/Replaced,81806,,0,,0,,0,,0,,0,,0,,0,
,285090,0,,0,,0,,81809,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,285101,0,,0,,0,,81811,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,285096,0,,0,,0,,81812,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,285097,0,,0,,0,,81813,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,281971,0,,0,,0,,81815,Cleared,0,,0,,0,,0,,0,,80630,Cleared,0,,0,
,285099,0,,0,,0,,81817,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,285104,0,,0,,0,,81819,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,285105,81820,Cleared,0,,0,,81821,Cleared,0,,0,,0,,0,,0,,0,,0,,0,
,284967,0,,0,,0,,81776,Voided/Reissued,81822,Cleared,0,,0,,0,,0,,0,,0,,0,
,285108,81823,Cleared,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
,281938,0,,0,,0,,81035,Voided/Replaced,81824,,0,,0,,0,,0,,80612,Cleared,0,,0,
